34.655762	32.617187	36.478624
33.024902	24.870605	36.669031
32.617187	16.308594	36.847302
32.617187	20.793457	37.013157
32.209473	18.754883	37.166771
34.248047	27.316895	37.308857
36.694336	40.363770	37.441396
38.732910	42.810059	37.567037
42.402344	48.110352	37.688638
43.217773	56.264648	37.808932
40.363770	55.856934	37.928495
38.325195	46.479492	38.045413
35.878906	41.179199	38.157219
35.878906	30.986328	38.262208
37.509766	27.316895	38.360364
34.248047	27.316895	38.451893
36.286621	33.024902	38.536249
28.132324	24.870605	38.611742
32.209473	13.046875	38.676016
28.132324	16.308594	38.728440
19.570313	9.377441	38.766177
15.900879	7.338867	38.783318
15.493164	15.493164	38.776497
10.600586	18.347168	38.744341
10.600586	14.677734	38.685355
8.969727	4.484863	38.599103
9.377441	12.231445	38.486163
13.454590	15.493164	38.348717
17.531738	21.201172	38.191343
19.978027	15.900879	38.018963
20.385742	19.978027	37.834902
21.608887	22.424316	37.641061
29.763184	28.540039	37.440979
33.024902	31.801758	37.240610
29.763184	23.647461	37.043178
42.402344	32.617187	36.851220
40.363770	19.570313	36.669937
41.586914	6.931152	36.501606
34.248047	22.832031	36.343998
32.209473	26.501465	36.192722
36.286621	14.677734	36.045721
25.278320	11.008301	35.901673
19.162598	20.793457	35.754274
12.639160	19.978027	35.596013
15.493164	14.270020	35.423266
24.462891	25.278320	35.239011
30.986328	32.617187	35.051140
28.947754	37.509766	34.865261
27.724609	37.509766	34.681802
30.986328	38.325195	34.500524
29.763184	37.509766	34.322589
31.394043	34.655762	34.148677
32.209473	28.540039	33.979536
29.355469	22.424316	33.815236
35.471191	19.162598	33.656051
33.432617	27.724609	33.503845
27.724609	20.793457	33.357497
21.608887	20.385742	33.211755
22.424316	15.085449	33.062246
20.385742	10.600586	32.907584
21.201172	16.308594	32.747522
34.248047	27.316895	32.585795
35.063477	25.686035	32.429929
34.655762	21.608887	32.283572
27.724609	29.763184	32.144627
32.209473	53.410645	32.010331
27.316895	60.341797	31.879868
26.909180	48.925781	31.751699
19.978027	34.248047	31.622537
11.416016	28.947754	31.486563
4.484863	24.055176	31.336090
4.077148	8.969727	31.165935
7.338867	-5.708008	30.975991
7.338867	-12.639160	30.768960
11.823730	-6.523437	30.547870
13.454590	-5.300293	30.316373
15.900879	2.854004	30.077864
22.424316	19.162598	29.836336
16.308594	28.540039	29.594645
15.900879	31.394043	29.351445
21.201172	39.548340	29.106631
21.608887	41.179199	28.863319
24.462891	29.763184	28.624053
28.132324	19.978027	28.391470
28.132324	15.085449	28.168190
33.024902	3.669434	27.956275
33.024902	-1.223145	27.758004
24.055176	9.785156	27.571895
22.832031	16.308594	27.392559
29.355469	15.900879	27.218593
29.355469	13.454590	27.053041
35.471191	19.162598	26.899017
39.956055	20.793457	26.760551
39.140625	20.793457	26.640833
23.647461	15.085449	26.535817
21.201172	11.823730	26.435953
24.055176	16.308594	26.336506
29.355469	43.625488	26.239811
27.316895	42.810059	26.148843
24.870605	36.694336	26.063118
22.832031	18.347168	25.980131
21.608887	16.716309	25.897811
24.462891	26.909180	25.815786
22.424316	35.878906	25.734770
23.647461	33.432617	25.654805
14.677734	19.162598	25.573676
20.385742	19.978027	25.488630
20.385742	15.085449	25.400576
21.201172	15.085449	25.311457
27.724609	20.793457	25.223558
22.424316	11.416016	25.139163
26.501465	14.677734	25.058203
30.578613	28.132324	24.982428
32.617187	44.033203	24.915432
26.501465	38.732910	24.857422
30.986328	42.402344	24.806553
33.024902	37.102051	24.763840
34.248047	26.909180	24.731528
26.501465	18.754883	24.708324
23.647461	11.008301	24.689341
19.570313	1.630859	24.669802
18.347168	0.407715	24.646540
23.239746	17.124023	24.619319
22.832031	25.686035	24.590490
22.424316	21.201172	24.561119
16.308594	26.909180	24.529335
22.424316	30.986328	24.493566
18.754883	33.432617	24.454673
27.316895	38.325195	24.414766
33.024902	44.440918	24.378968
31.394043	34.655762	24.351948
29.355469	22.424316	24.333446
29.355469	20.385742	24.321594
28.540039	24.870605	24.315354
29.355469	18.347168	24.314265
24.870605	12.231445	24.317129
20.385742	16.308594	24.320446
15.900879	11.416016	24.319478
17.124023	18.754883	24.311207
11.823730	14.677734	24.294045
19.162598	24.055176	24.267878
24.870605	25.686035	24.237104
27.316895	19.570313	24.207534
35.063477	23.647461	24.183962
35.063477	20.793457	24.170856
39.548340	32.617187	24.170967
33.432617	35.878906	24.184446
28.947754	37.102051	24.207461
23.647461	27.316895	24.234199
24.462891	19.162598	24.260715
20.385742	28.540039	24.284958
4.484863	33.432617	24.300898
1.630859	30.986328	24.298722
8.562012	21.608887	24.275397
11.823730	21.201172	24.235653
13.046875	26.909180	24.184133
10.600586	31.394043	24.122282
12.639160	24.870605	24.050203
14.677734	24.870605	23.969400
13.046875	20.793457	23.881532
16.308594	20.793457	23.787546
21.201172	22.832031	23.690388
32.209473	25.686035	23.596624
30.578613	31.801758	23.512839
24.055176	34.655762	23.438990
22.424316	43.217773	23.370419
14.677734	35.471191	23.302355
16.308594	17.531738	23.230777
19.570313	8.969727	23.155597
24.462891	3.669434	23.080484
28.132324	7.746582	23.009907
32.209473	3.669434	22.948017
35.471191	0.407715	22.898449
17.124023	2.854004	22.858661
0.407715	16.308594	22.815080
1.630859	29.355469	22.754640
23.239746	41.179199	22.680099
28.947754	47.294922	22.605347
24.462891	36.694336	22.537969
19.570313	44.440918	22.475559
20.385742	44.440918	22.414424
16.308594	26.501465	22.352643
20.385742	23.239746	22.289452
20.385742	25.686035	22.226053
20.385742	9.377441	22.163594
23.647461	-15.493164	22.102953
15.493164	-8.154297	22.043685
12.231445	5.708008	21.981504
12.231445	19.570313	21.912753
19.570313	26.909180	21.838872
21.201172	28.947754	21.764456
31.394043	32.617187	21.695070
29.763184	31.394043	21.635913
27.316895	28.132324	21.587762
33.024902	23.239746	21.549955
33.432617	33.432617	21.524526
35.471191	33.024902	21.513190
