73.796387	52.187500	73.796387
78.688965	59.118652	78.688965
73.796387	51.372070	73.796387
73.796387	48.518066	73.796387
78.688965	50.964355	78.688965
85.620117	46.887207	85.620117
97.851562	48.110352	97.851562
108.859863	47.294922	108.859863
104.375000	53.002930	104.375000
95.405273	51.372070	95.405273
88.066406	60.341797	88.066406
87.250977	52.595215	87.250977
86.435547	30.986328	86.435547
97.036133	18.347168	97.036133
97.443848	8.562012	97.443848
103.967285	12.231445	103.967285
112.937012	18.347168	112.937012
110.898438	33.432617	110.898438
114.567871	37.102051	114.567871
128.022461	49.333496	128.022461
129.653320	59.934082	129.653320
131.691895	67.680664	131.691895
125.168457	73.796387	125.168457
116.606445	91.328125	116.606445
119.052734	109.675293	119.052734
121.499023	107.229004	121.499023
144.331055	96.628418	144.331055
158.601074	81.135254	158.601074
165.939941	77.058105	165.939941
154.523926	83.173828	154.523926
141.477051	88.474121	141.477051
143.923340	110.490723	143.923340
155.339355	108.452148	155.339355
165.939941	110.490723	165.939941
167.978516	111.713867	167.978516
181.025391	116.198730	181.025391
185.510254	125.576172	185.510254
187.548828	137.807617	187.548828
196.518555	153.708496	196.518555
201.003418	167.978516	201.003418
208.750000	179.394531	208.750000
206.711426	183.063965	206.711426
212.011719	184.287109	212.011719
212.419434	183.063965	212.419434
213.642578	184.694824	213.642578
212.419434	194.479980	212.419434
208.750000	197.333984	208.750000
207.526855	199.372559	207.526855
218.942871	191.625977	218.942871
231.582031	207.119141	231.582031
233.620605	223.427734	233.620605
231.174316	232.805176	231.174316
224.243164	241.774902	224.243164
216.496582	254.821777	216.496582
224.243164	273.984375	224.243164
224.243164	282.954102	224.243164
218.535156	291.923828	218.535156
223.020020	286.623535	223.020020
225.466309	286.623535	225.466309
234.843750	285.808105	234.843750
240.959473	282.954102	240.959473
240.551758	291.108398	240.551758
236.882324	303.747559	236.882324
229.135742	304.155273	229.135742
229.951172	313.125000	229.951172
235.251465	332.695312	235.251465
241.774902	343.703613	241.774902
230.766602	349.003906	230.766602
220.981445	350.227051	220.981445
223.020020	360.419922	223.020020
228.320312	369.389648	228.320312
219.758301	380.805664	219.758301
210.788574	395.891113	210.788574
199.780273	390.998535	199.780273
196.518555	402.006836	196.518555
195.703125	405.268555	195.703125
200.595703	400.783691	200.595703
199.780273	392.221680	199.780273
192.849121	399.152832	192.849121
190.810547	395.891113	190.810547
191.625977	402.006836	191.625977
192.441406	410.161133	192.441406
194.887695	414.238281	194.887695
202.634277	429.323730	202.634277
193.664551	439.516602	193.664551
183.063965	454.194336	183.063965
185.510254	461.940918	185.510254
177.763672	471.726074	177.763672
171.647949	468.464355	171.647949
174.909668	461.533203	174.909668
176.948242	461.125488	176.948242
181.025391	460.310059	181.025391
188.771973	449.709473	188.771973
185.102539	474.172363	185.102539
173.686523	484.772949	173.686523
162.678223	479.472656	162.678223
163.085937	473.764648	163.085937
